model,mse,mae,qlike,r_squared,mz_alpha,mz_beta,mz_alpha_pvalue,mz_beta_pvalue
Dollar_Bars_5m,1.0756912752563805e-07,0.00027191876322644467,-7.02567142312773,0.6554218855741185,-0.00010779273872053175,0.8581273329836234,0.0022240652526958663,6.005903662699252e-41
Time_Bars_5m,1.645445439034837e-07,0.00035875243909158,-6.775707619236249,0.49291771411499463,-0.0002539107823628027,1.0315219269054992,0.00011057425255637143,3.8843494111907104e-23
