model,mse,mae,qlike,r_squared,mz_alpha,mz_beta,mz_alpha_pvalue,mz_beta_pvalue
Dollar_Bars_5m_common,1.0495039967808539e-07,0.00026373878982945234,-6.992787645140333,0.666851754887978,-9.168529347337859e-05,0.8680934099676658,0.016837621708488047,1.98723731280012e-36
Time_Bars_5m_common,1.645445439034837e-07,0.00035875243909158,-6.775707619236249,0.49291771411499463,-0.0002539107823628027,1.0315219269054992,0.00011057425255637143,3.8843494111907104e-23
