win_rate_mse,cv_mse_dollar,cv_mse_time,win_rate_mae,cv_mae_dollar,cv_mae_time,win_rate_qlike,cv_qlike_dollar,cv_qlike_time
1.0,0.2123548786920793,0.19724371541523325,1.0,0.08154380243063535,0.050539028395927325,0.7976190476190477,0.01690297717134623,0.009465215281223743
